"","group","x1","x2","y1","y2","y3","y4","y5"
"1212","c",15,9,11,54,210,140,5.6
"1213","c",85,12,12,34,180,310,0.31
"1214","c",73,13,12,20,250,220,0.078
"1215","c",1,12,11,13,210,190,12
"1216","c",21,9.6,13,33,220,230,4
"1217","c",3,19,13,3600,360,290,10
"1218","c",34,10,13,2.7,230,220,1.9
"1219","c",98,13,12,8.6,280,300,0.0064
"1220","c",93,14,13,2.9,300,200,0.86
"1221","c",74,10,12,44,240,210,0.073
"1222","c",26,14,14,0.25,300,240,3.7
"1223","c",69,15,10,0.57,310,330,0.34
"1224","c",56,6.8,11,2.9,150,110,1.5
"1225","c",13,12,11,79,260,270,6.7
"1226","c",53,12,11,2.5,230,340,1.3
"1227","c",29,9.9,12,37,180,220,2.7
"1228","c",42,9,11,4.4,220,200,1.4
"1229","c",73,12,12,0.19,290,220,0.75
"1230","c",82,11,12,4.4,230,280,0.04
"1231","c",93,11,10,0.71,250,230,0.14
"1232","c",20,13,12,11,250,350,4.6
"1233","c",82,15,12,1500,300,230,0.25
"1234","c",20,9.9,8.8,28,240,200,5
"1235","c",73,12,12,16,240,270,0.35
"1236","c",56,10,12,3.2,220,230,0.12
"1237","c",99,12,11,5.5,280,360,0.32
"1238","c",56,13,12,150,290,230,0.72
"1239","c",82,15,11,21,330,410,0.29
"1240","c",73,12,13,5,240,200,0.3
"1241","c",28,11,12,36,250,220,2.8
"1242","c",40,11,12,2500,180,290,1.2
"1243","c",34,8.9,11,35,150,160,1.5
"1244","c",5,14,12,140,270,360,8.6
"1245","c",61,17,11,95,340,270,0.72
"1246","c",30,10,12,0.21,200,310,2.7
"1247","c",26,12,13,0.14,270,230,3.4
"1248","c",100,13,11,57,260,180,0.12
"1249","c",66,8.9,11,3.4,180,180,0.76
"1250","c",78,16,14,490,340,330,0.45
"1251","c",38,10,11,110,200,190,1.8
"1252","c",60,13,12,13000,290,340,0.75
"1253","c",43,11,14,72,220,310,2
"1254","c",82,12,12,220,250,250,0.18
"1255","c",31,11,13,1.6,190,260,1.3
"1256","c",92,14,11,0.08,300,200,0.021
"1257","c",79,11,13,50,190,300,0.17
"1258","c",20,11,13,400,230,240,5.2
"1259","c",68,13,11,10,270,200,0.75
"1260","c",32,9.2,9.6,0.37,200,250,2.7
"1261","c",62,14,13,14,280,350,1
"1262","c",32,11,13,0.13,250,240,1.2
"1263","c",75,9.2,11,1100,180,190,0.4
"1264","c",58,16,12,78,350,370,0.53
"1265","c",56,13,12,25,240,250,1.1
"1266","c",10,13,12,900,280,310,7.4
"1267","c",6,12,12,230,230,220,8.4
"1268","c",88,9.3,12,0.33,160,220,0.16
"1269","c",64,13,13,5.7,250,360,0.42
"1270","c",50,14,13,530,270,240,1.5
"1271","c",44,11,12,4.3,230,260,1.2
"1272","c",99,9.7,9.7,40,210,240,0.003
"1273","c",83,9.6,12,4.2,230,250,0.73
"1274","c",10,12,13,5.7,280,280,6.5
"1275","c",46,12,12,72,240,230,1.9
"1276","c",66,13,11,43,270,210,0.028
"1277","c",37,15,13,6.7,320,290,3.3
"1278","c",27,11,11,110,220,180,2.9
"1279","c",41,11,11,20,230,200,1.5
"1280","c",40,13,12,480,250,350,1.3
"1281","c",41,13,11,24,240,240,2
"1282","c",63,13,13,50,270,310,0.38
"1283","c",70,11,9.9,27,230,300,0.54
"1284","c",77,13,14,1,290,340,0.27
"1285","c",70,9,14,0.72,210,240,0.93
"1286","c",75,14,14,85,360,310,0.42
"1287","c",26,14,11,480,290,400,3.2
"1288","c",9,11,11,3.5,220,160,7.3
"1289","c",55,13,13,400,260,180,1.2
"1290","c",37,15,14,6.9,330,340,1
"1291","c",68,13,12,2.9,290,220,0.42
"1292","c",15,11,13,1900,210,140,6
"1293","c",4,9.9,14,3.8,180,190,10
"1294","c",63,10,14,81,220,180,0.98
"1295","c",28,13,13,3.8,260,240,3.6
"1296","c",9,14,12,0.2,290,330,7.4
"1297","c",3,11,12,2.9,250,210,10
"1298","c",47,11,12,20,200,230,1
"1299","c",73,15,12,48,270,360,0.078
"1300","c",12,11,12,62,270,260,7.5
"1301","c",70,12,12,0.31,240,240,0.25
"1302","c",32,10,12,59,160,190,1.5
"1303","c",54,13,10,2,310,180,0.3
"1304","c",99,8.3,13,21,160,210,0.27
"1305","c",4,13,13,4.1,320,310,11
"1306","c",54,12,11,18,280,370,1.8
"1307","c",16,9.7,13,170,160,220,5.6
"1308","c",70,14,11,69,260,230,0.8
"1309","c",55,10,12,1400,240,150,0.66
"1310","c",26,11,11,4,230,140,3.7
"1311","c",9,14,12,13,290,260,7.1
"1312","c",69,9.8,12,210,240,190,0.0019
"1313","c",56,12,11,230,280,270,0.64
"1314","c",88,11,13,1500,230,210,0.27
"1315","c",9,11,12,23,200,170,7.1
"1316","c",1,13,12,32,220,230,11
"1317","c",10,14,11,300,280,220,7.5
"1318","c",57,16,12,93,310,420,0.25
"1319","c",10,15,10,3.4,320,350,7.3
"1320","c",91,11,14,1.6,210,180,0.55
"1321","c",9,11,12,32,200,340,7.7
"1322","c",5,10,13,5.7,200,170,9.8
"1323","c",72,11,12,0.52,240,270,0.13
"1324","c",45,14,12,12,310,330,0.38
"1325","c",16,11,11,0.96,230,170,5.8
"1326","c",88,14,12,11,290,140,0.49
"1327","c",4,12,12,9,260,330,9.9
"1328","c",97,12,12,0.76,250,270,0.62
"1329","c",86,11,12,26,210,260,0.77
"1330","c",68,14,12,410,310,300,0.32
"1331","c",82,15,12,13000,270,330,1.1
"1332","c",7,15,12,0.57,310,300,8.7
"1333","c",88,12,15,43,260,220,0.51
"1334","c",53,8.9,12,38,190,200,0.14
"1335","c",97,13,11,170,290,220,0.61
"1336","c",80,9,11,13,210,160,0.73
"1337","c",16,12,13,78,260,280,5.6
"1338","c",54,13,8.8,1400,260,240,1.2
"1339","c",75,9.6,13,75,170,230,0.43
"1340","c",75,13,12,4.3,260,350,0.00091
"1341","c",59,10,12,190,240,250,1.6
"1342","c",88,11,12,35,190,200,0.8
"1343","c",13,12,11,0.095,220,240,5.7
"1344","c",85,11,12,140,220,180,0.075
"1345","c",76,13,12,17,270,370,0.098
"1346","c",23,10,14,33,230,170,2.9
"1347","c",91,12,13,330,290,290,0.098
"1348","c",50,17,11,30,330,280,0.6
"1349","c",20,9.7,13,36,260,200,4.6
"1350","c",37,11,12,3.2,310,260,1.5
"1351","c",13,12,12,0.54,250,160,6.2
"1352","c",94,15,14,100,310,360,0.22
"1353","c",25,14,11,1.5,280,310,2.9
"1354","c",34,11,12,1.5,190,260,2.8
"1355","c",71,11,12,0.56,290,250,0.54
"1356","c",16,10,9.8,11,220,150,5.7
"1357","c",10,10,12,740,230,270,7.3
"1358","c",6,14,13,6.9,270,380,8.6
"1359","c",22,11,12,640,230,230,3.7
"1360","c",97,13,11,1.5,250,330,0.41
"1361","c",36,13,11,23,220,220,1.8
"1362","c",83,14,12,84,310,280,0.68
"1363","c",42,11,13,0.66,190,270,1.2
"1364","c",48,14,10,490,280,320,1.3
"1365","c",49,13,13,100,290,320,1.2
"1366","c",32,11,11,2.4,280,240,2.4
"1367","c",39,14,12,4.3,270,340,1.7
"1368","c",14,11,14,11,230,190,6.3
"1369","c",93,12,12,230,250,280,0.35
"1370","c",62,11,9.3,1.6,190,230,0.39
"1371","c",12,12,12,9.6,260,350,6.1
"1372","c",87,14,11,24,340,270,0.49
"1373","c",46,11,13,13,210,210,0.99
"1374","c",66,12,12,24,260,210,0.26
"1375","c",33,13,11,7,280,280,2.1
"1376","c",8,9.6,13,36,160,220,8.6
"1377","c",79,9.9,14,34,200,180,0.83
"1378","c",7,13,13,0.048,260,330,9.3
"1379","c",61,12,11,570,240,210,0.75
"1380","c",63,14,12,61,290,170,1.2
"1381","c",60,13,9.6,31,300,320,0.79
"1382","c",79,9.9,10,2.4,230,140,0.5
"1383","c",72,12,12,4.1,300,260,0.67
"1384","c",45,9.5,13,62,220,200,1.1
"1385","c",93,13,12,1100,230,210,0.74
"1386","c",32,11,12,25,250,240,2.5
"1387","c",30,12,11,1.5,270,260,3
"1388","c",33,14,11,1.7,250,350,2.2
"1389","c",24,17,12,59,340,500,3.6
"1390","c",31,12,12,74,250,240,1.3
"1391","c",64,13,14,99,300,300,0.96
"1392","c",91,14,13,120,240,170,0.43
"1393","c",33,17,12,1.5,350,490,2.3
"1394","c",67,11,11,43,260,230,0.69
"1395","c",85,11,14,3.4,250,280,0.51
"1396","c",73,12,13,29,270,290,0.6
"1397","c",5,9.6,12,29,160,210,9.7
"1398","c",40,12,12,9.5,250,220,1.8
"1399","c",67,9.7,12,0.62,230,220,1.3
"1400","c",88,12,13,16,250,280,0.39
"1401","c",27,9.2,11,100,200,180,3.6
"1402","c",93,10,13,24,190,220,0.86
"1403","c",39,11,12,0.00072,220,260,2.2
"1404","c",29,10,11,26,230,280,3
"1405","c",16,11,12,16000,300,160,5.9
"1406","c",70,11,13,5.5,210,150,1
"1407","c",12,11,14,280,240,330,6.7
"1408","c",45,11,11,18,240,260,1.3
"1409","c",43,15,13,5.6,340,150,2.1
"1410","c",35,10,12,2.2,230,170,0.49
"1411","c",34,13,13,60,270,200,3.4
"1412","c",7,10,11,190,220,240,8.3
"1413","c",82,8.8,12,2200,170,220,0.32
"1414","c",20,10,14,120,220,140,4
"1415","c",29,8.7,10,0.38,180,200,2
"1416","c",30,14,11,0.98,310,270,3.1
"1417","c",20,13,12,21,310,310,3.4
"1418","c",14,8.7,11,13,180,180,6.3
"1419","c",59,9,14,52,150,160,0.38
"1420","c",14,12,12,26,280,170,5.6
"1421","c",60,12,12,14,260,290,0.87
"1422","c",76,13,13,36,290,280,0.52
"1423","c",69,12,12,2.6,240,220,0.85
"1424","c",93,8.8,11,4.8,170,190,0.38
"1425","c",95,15,13,16,280,250,0.63
"1426","c",78,16,14,5.6,340,360,0.16
"1427","c",39,12,13,1.3,210,230,1.3
"1428","c",61,12,13,8.2,290,210,0.74
"1429","c",15,7.7,12,3600,170,220,6.2
"1430","c",55,12,14,24,240,260,0.53
"1431","c",10,12,12,360,260,200,7
"1432","c",93,16,9.8,940,310,390,0.39
"1433","c",5,12,15,2.9,300,320,9.2
"1434","c",22,14,13,25,300,300,4.7
"1435","c",89,12,12,1300,250,270,1.2
"1436","c",20,13,13,3.1,260,300,4.2
"1437","c",8,15,13,19000,330,340,8.4
"1438","c",29,9.3,12,16,220,260,2.7
"1439","c",100,11,15,27,190,230,0.35
"1440","c",53,12,11,92,270,190,1.1
"1441","c",83,13,11,300,210,240,0.68
"1442","c",78,13,12,110,270,280,0.07
"1443","c",59,13,12,19,280,260,0.63
"1444","c",30,11,12,260,220,210,2.5
"1445","c",10,13,12,3.8,260,240,7.5
"1446","c",50,14,10,31,290,310,1.3
"1447","c",58,8.7,14,200,220,220,0.63
"1448","c",40,9.6,13,11,180,170,1.2
"1449","c",14,11,10,5.5,230,230,6.3
"1450","c",83,12,11,6.8,270,320,0.59
"1451","c",32,13,11,6.7,260,200,3.3
"1452","c",69,13,13,5,300,230,0.72
"1453","c",62,17,11,1300,320,330,0.29
"1454","c",18,14,12,7.3,300,260,4.5
"1455","c",33,10,11,1.7,220,210,1.9
"1456","c",57,9.1,10,48,150,190,1
"1457","c",82,12,14,20,240,300,0.44
"1458","c",91,9.4,10,280,200,180,0.77
"1459","c",35,14,11,4.1,280,220,2.2
"1460","c",100,8.9,12,1400,210,200,0.46
"1461","c",94,12,11,2.5,250,320,0.087
"1462","c",63,14,13,220,330,330,0.79
"1463","c",75,13,12,1500,250,86,0.35
"1464","c",94,14,12,50,300,390,0.94
"1465","c",58,15,12,43,350,400,0.87
"1466","c",44,9.9,10,250,180,200,1.2
"1467","c",75,15,12,3.6,270,270,0.41
"1468","c",66,14,12,160,300,110,0.74
"1469","c",25,9.5,13,12,210,140,3.9
"1470","c",65,9.9,12,1.8,160,190,0.39
"1471","c",69,10,13,680,170,150,1.1
"1472","c",35,8.4,13,0.63,170,140,1.1
"1473","c",7,14,12,140,330,390,8.4
"1474","c",3,12,12,1,260,290,9
"1475","c",14,12,12,2200,280,200,6.6
"1476","c",57,13,13,23,290,290,0.59
"1477","c",48,12,10,25,240,380,1.5
"1478","c",77,11,11,15,230,220,1.3
"1479","c",27,9.7,13,60,210,260,4
"1480","c",34,12,12,71,220,230,2.2
"1481","c",92,12,13,28,320,210,0.11
"1482","c",67,14,14,4700,310,230,0.22
"1483","c",34,12,12,44,240,330,1.9
"1484","c",14,11,12,0.12,210,220,6.7
"1485","c",97,12,13,2.6,250,270,0.64
"1486","c",75,9.4,13,110,200,270,0.57
"1487","c",74,11,11,3.8,230,230,0.089
"1488","c",32,13,12,7.6,260,260,1.8
"1489","c",74,14,12,24,310,280,0.48
"1490","c",96,14,11,97,290,360,1.2
"1491","c",29,12,11,150,270,200,2.4
"1492","c",39,9.1,11,120,190,230,2.1
"1493","c",9,11,13,5.1,220,240,8.6
"1494","c",97,11,13,2.4,200,270,0.47
"1495","c",26,9.6,11,3,220,190,2.7
"1496","c",66,9.9,13,4.4,190,260,0.3
"1497","c",93,11,13,4.4,240,180,0.67
"1498","c",48,11,14,210,220,310,1.5
"1499","c",14,17,12,24,360,270,5.9
"1500","c",57,13,12,2.5,270,270,0.29
"1501","c",51,12,12,3.7,240,230,0.79
"1502","c",44,9.6,12,180,190,190,0.99
"1503","c",26,12,12,35,280,270,2.6
"1504","c",52,12,11,12,270,260,0.43
"1505","c",69,11,12,0.87,240,220,0.46
"1506","c",63,8.3,12,1.1,160,170,0.014
"1507","c",51,14,11,5.8,290,220,1.5
"1508","c",51,12,12,15,260,250,0.69
"1509","c",90,10,13,520,190,170,0.21
"1510","c",90,12,13,150,270,230,0.65
"1511","c",52,11,11,0.31,280,230,1.1
"1512","c",95,15,12,1,320,250,0.54
"1513","c",47,12,11,6.5,270,270,1.8
"1514","c",38,10,12,74,220,240,1.8
"1515","c",14,11,12,10,190,210,6
"1516","c",79,10,11,55,240,240,0.52
"1517","c",28,15,11,26,300,340,3.1
"1518","c",92,14,12,19,280,190,0.43
"1519","c",2,10,11,400,230,210,10
"1520","c",31,15,13,44,290,280,3.3
"1521","c",64,14,11,420,290,230,0.42
"1522","c",2,11,12,1.8,250,210,11
"1523","c",33,14,12,27,260,300,2.8
"1524","c",61,15,11,17,290,180,1.4
"1525","c",9,11,12,2.9,240,200,7.1
"1526","c",58,12,12,0.28,280,100,0.77
"1527","c",63,11,11,130,210,270,0.092
"1528","c",67,11,12,32,240,210,0.041
"1529","c",75,12,13,0.25,230,220,0.69
"1530","c",45,12,11,49,240,240,1.8
"1531","c",55,14,11,12,300,360,1.5
"1532","c",93,11,14,40,240,170,0.21
"1533","c",32,13,11,5.6,280,350,1.4
"1534","c",36,13,9.8,0.12,290,290,1.4
"1535","c",15,11,12,53,250,170,5
"1536","c",56,15,13,17,290,380,1.1
"1537","c",21,14,12,1.4,280,170,4.2
"1538","c",75,14,11,130,270,220,0.06
"1539","c",29,12,12,2.1,240,250,1.9
"1540","c",26,9.7,13,8.4,210,200,3.3
"1541","c",31,17,11,30,330,270,3
"1542","c",25,12,15,260,280,370,3.4
"1543","c",89,11,12,1900,220,140,0.13
"1544","c",24,8.6,11,11,170,170,3.4
"1545","c",1,15,12,1.5,320,310,11
"1546","c",57,13,14,0.82,260,330,0.28
"1547","c",75,13,12,24,260,330,0.0078
"1548","c",30,11,13,120,270,250,2.6
"1549","c",29,11,12,170,220,150,3.3
"1550","c",51,13,12,9.8,270,290,0.026
"1551","c",58,11,11,17,240,160,0.69
"1552","c",33,14,13,3,280,350,2.5
"1553","c",50,12,11,98,240,310,0.56
"1554","c",21,9.7,10,65,180,200,4.7
"1555","c",38,12,12,140,230,260,1.8
"1556","c",74,16,12,17,320,370,0.28
"1557","c",42,14,11,38,300,300,1.6
"1558","c",89,14,14,510,280,290,0.54
"1559","c",1,13,12,33,290,260,12
"1560","c",52,12,11,12,240,190,0.47
"1561","c",68,14,12,8.3,300,280,0.46
"1562","c",79,9.4,12,15,150,99,0.69
"1563","c",46,14,13,0.72,270,430,1.3
"1564","c",83,16,13,4.2,320,410,0.43
"1565","c",77,11,13,130,240,200,0.19
"1566","c",79,16,12,84,280,270,0.32
"1567","c",90,13,13,55,280,250,0.32
"1568","c",70,13,12,1.4,250,310,0.1
"1569","c",82,12,12,1.3,280,180,0.41
"1570","c",77,10,11,25,250,230,0.72
"1571","c",11,12,13,30,250,250,7.4
"1572","c",1,10,13,54,240,180,12
"1573","c",95,12,10,8.6,260,300,0.56
"1574","c",29,9.3,12,28,160,110,2.9
"1575","c",100,9.2,12,39,170,150,0.062
"1576","c",6,10,11,13,180,240,8.3
"1577","c",43,11,13,0.27,230,250,1.2
"1578","c",60,9.1,14,3.3,220,200,0.71
"1579","c",64,9.7,11,280,190,200,0.23
"1580","c",36,11,13,340,250,270,1.1
"1581","c",63,13,12,16,300,230,0.31
"1582","c",59,11,12,0.63,250,310,0.86
"1583","c",61,13,12,0.74,240,380,0.44
"1584","c",8,12,12,31,240,280,8.1
"1585","c",9,11,14,6.8,230,350,7.8
"1586","c",59,11,13,72,210,280,1.2
"1587","c",7,12,14,47,180,280,8.6
"1588","c",62,8.2,13,26,190,210,0.87
"1589","c",29,13,12,2.2,300,320,2.8
"1590","c",36,15,11,0.75,350,300,2.6
"1591","c",76,13,9.5,190,230,240,0.22
"1592","c",66,11,12,2.6,220,200,0.057
"1593","c",18,7.4,13,5.8,100,140,4.6
"1594","c",52,12,12,130,270,250,0.87
"1595","c",9,8.1,13,1200,200,190,7.6
"1596","c",5,13,11,2.4,280,250,8.8
"1597","c",22,13,13,53,290,310,4.6
"1598","c",15,9.3,12,5.2,200,180,5.7
"1599","c",66,11,11,44,230,310,0.89
"1600","c",30,10,12,0.83,210,210,3.2
"1601","c",28,13,11,230,330,270,2.8
"1602","c",22,15,10,120,310,250,3.9
"1603","c",66,12,12,790,270,290,1.1
"1604","c",41,11,9.8,64,220,180,1.4
"1605","c",86,13,12,600,290,260,0.28
"1606","c",100,14,13,3.5,300,360,0.13
"1607","c",1,11,12,9.5,230,230,12
"1608","c",98,11,12,50,220,240,0.53
"1609","c",62,8.2,11,110,160,160,0.78
"1610","c",55,16,13,11,320,160,0.57
"1611","c",50,12,11,25,250,220,0.42
"1612","c",3,12,9,31,280,270,9.7
"1613","c",75,11,12,6.8,230,250,0.035
"1614","c",1,14,12,13,320,250,13
"1615","c",69,13,11,6.4,260,390,0.11
"1616","c",14,13,14,1.3,250,280,5.4
"1617","c",11,12,12,48,270,310,6.2
"1618","c",24,14,12,220,320,240,3.8
"1619","c",99,13,14,4,260,250,0.89
"1620","c",80,11,12,95,230,210,0.068
"1621","c",75,14,14,1.4,290,310,0.099
"1622","c",71,10,12,220,170,290,0.55
"1623","c",37,14,11,1.1,280,330,2.6
"1624","c",5,13,10,110,280,250,8.6
"1625","c",28,10,10,10,200,200,3
"1626","c",3,11,14,91,240,250,10
"1627","c",82,12,14,29,240,330,0.26
"1628","c",72,13,12,17,250,360,0.28
"1629","c",54,11,11,840,230,250,0.74
"1630","c",62,12,12,300,210,230,0.9
"1631","c",34,11,14,21,220,230,2.4
"1632","c",10,13,13,13,270,250,7.4
"1633","c",23,7.5,12,66,190,160,4.5
"1634","c",9,11,12,580,210,210,9.6
"1635","c",100,13,13,350,240,370,0.74
"1636","c",40,11,12,64,190,220,1.6
"1637","c",21,9.9,13,900,200,220,3.9
"1638","c",60,13,12,2.4,300,290,0.2
"1639","c",92,11,11,0.55,280,300,0.49
"1640","c",42,11,13,2.4,240,170,2.3
"1641","c",75,11,12,2000,230,240,0.56
"1642","c",98,10,12,13,220,170,0.35
"1643","c",91,8.9,12,120,160,230,0.5
"1644","c",56,14,13,49,290,260,0.85
"1645","c",62,12,12,850,260,310,0.6
"1646","c",99,16,10,62,310,510,0.74
"1647","c",73,13,11,3.9,250,280,0.22
"1648","c",67,11,12,12000,220,200,0.45
"1649","c",11,11,13,250,210,220,7.4
"1650","c",21,11,11,0.82,220,220,3.8
"1651","c",53,15,15,43,310,370,0.31
"1652","c",69,12,11,11,260,240,0.29
"1653","c",84,14,12,13,300,260,0.18
"1654","c",37,14,12,170,320,270,2.1
"1655","c",49,11,13,23,230,160,0.65
"1656","c",65,13,13,23,280,410,0.48
"1657","c",70,15,13,5.8,340,220,0.96
"1658","c",14,9.9,11,0.66,200,140,5.3
"1659","c",59,9.2,11,11,210,170,0.72
"1660","c",3,12,13,12,230,280,10
"1661","c",8,12,12,360,250,230,7.4
"1662","c",79,13,11,8.7,260,210,0.12
"1663","c",70,12,14,130,240,280,0.56
"1664","c",26,14,11,0.33,330,230,3
"1665","c",53,12,13,4.9,260,320,1.6
"1666","c",90,12,12,0.43,220,300,0.33
"1667","c",59,14,12,950,350,240,0.055
"1668","c",18,13,11,2.6,270,170,5.3
"1669","c",49,11,10,11,210,210,0.84
"1670","c",54,14,13,110,320,260,0.63
"1671","c",85,12,13,3.2,260,150,0.61
"1672","c",51,13,12,20,330,290,0.78
"1673","c",97,13,13,100,280,190,0.48
"1674","c",86,12,10,4.9,270,330,0.19
"1675","c",96,13,13,26,250,300,0.51
"1676","c",86,14,11,24,290,240,0.25
"1677","c",96,7.7,11,570,150,170,0.049
"1678","c",1,14,13,57,250,200,12
"1679","c",96,13,12,66,310,230,0.16
"1680","c",73,15,13,46,320,400,0.027
"1681","c",56,15,12,12,330,270,0.88
"1682","c",38,14,11,61,290,300,1.7
"1683","c",28,14,12,72,300,350,3.2
"1684","c",40,11,12,190,190,250,1.8
"1685","c",69,13,9.8,53,290,280,0.75
"1686","c",31,12,13,0.22,240,240,2.7
"1687","c",47,18,12,9.8,380,420,1.1
"1688","c",96,14,12,1.8,330,280,0.25
"1689","c",100,17,12,1.1,350,290,0.75
"1690","c",93,12,13,340,270,190,0.79
"1691","c",60,10,11,3800,220,210,1
"1692","c",58,12,12,140,250,220,0.75
"1693","c",64,15,11,13,330,330,0.68
"1694","c",11,13,11,38,230,380,7.6
"1695","c",60,9.4,11,11,200,210,0.61
"1696","c",72,12,12,550,230,310,0.95
"1697","c",35,10,13,0.013,190,250,2.7
"1698","c",85,10,14,120,200,230,0.22
"1699","c",9,6.8,13,3.6,140,120,7.7
"1700","c",65,10,12,21,220,150,0.09
"1701","c",49,14,12,320,290,220,0.1
"1702","c",74,14,12,0.63,310,320,0.017
"1703","c",9,9.6,13,39,220,180,7.9
"1704","c",28,9,11,32000,160,200,2.2
"1705","c",27,13,13,4.1,280,330,3.6
"1706","c",13,11,11,0.092,290,180,6.4
"1707","c",22,11,11,14,210,210,4.6
"1708","c",17,15,11,1.4,310,340,5
"1709","c",13,8.8,11,170,160,170,5.3
"1710","c",76,13,11,4.8,270,260,0.78
"1711","c",67,13,11,3.9,270,310,0.43
"1712","c",19,10,13,42,210,250,5.2
"1713","c",42,13,13,7.4,270,270,1.1
"1714","c",11,8.8,11,31,190,190,6.6
"1715","c",8,10,14,350,190,230,7.9
"1716","c",56,11,11,0.19,210,210,0.42
"1717","c",78,8.4,12,16,200,150,0.15
"1718","c",14,13,10,17,280,110,6.1
"1719","c",9,14,14,0.47,320,190,8.2
"1720","c",23,13,13,15,340,260,2.9
"1721","c",1,14,14,24,360,450,11
"1722","c",72,14,11,1.8,320,280,0.72
"1723","c",82,13,13,120,260,320,0.29
"1724","c",4,15,12,12,330,230,9.8
"1725","c",73,9.8,13,7.5,170,170,1.7
"1726","c",51,9.6,12,1.3,160,190,1
"1727","c",51,11,12,4.3,230,170,0.54
"1728","c",18,11,12,600,220,230,6
"1729","c",13,14,11,4.3,250,330,6
"1730","c",99,12,13,3.7,310,230,0.086
"1731","c",76,16,13,31,300,380,0.031
"1732","c",99,12,14,17,240,350,0.43
"1733","c",69,11,11,30,220,260,1.3
"1734","c",95,9,12,33,200,240,0.082
"1735","c",80,12,11,2.9,280,280,0.25
"1736","c",76,10,10,210,230,230,0.8
"1737","c",6,13,11,11,260,230,9.7
"1738","c",12,12,11,0.5,230,300,6
"1739","c",77,11,11,450,230,230,0.31
"1740","c",87,13,13,8.1,240,290,0.41
"1741","c",44,13,12,16,260,390,0.63
"1742","c",12,8.8,13,71,220,180,6
"1743","c",16,11,12,150,210,250,5.1
"1744","c",16,8.9,12,21,200,190,4.8
"1745","c",8,11,13,100,250,210,7.8
"1746","c",97,12,12,2.8,260,300,0.19
"1747","c",28,13,13,4.7,280,270,2.6
"1748","c",37,7.4,15,2,170,140,1.5
"1749","c",67,11,12,19,200,230,0.62
"1750","c",92,11,11,3.2,270,220,0.62
"1751","c",8,12,12,50,240,290,7.9
"1752","c",32,15,12,8.8,310,320,2.2
"1753","c",7,17,9.7,1.1,360,330,8.2
"1754","c",17,12,12,120,250,280,5
"1755","c",63,13,13,1.6,250,360,1.7
"1756","c",88,13,11,210,270,310,0.85
"1757","c",59,10,12,0.081,210,140,1.5
"1758","c",76,9.8,14,0.92,210,170,0.57
"1759","c",31,13,12,210,250,220,2.6
"1760","c",3,13,11,14,250,260,10
"1761","c",98,12,11,31,260,210,0.39
"1762","c",29,14,12,630,310,280,3.4
"1763","c",46,13,13,220,250,250,0.97
"1764","c",15,12,13,0.32,280,290,5.9
"1765","c",73,12,11,180,250,420,0.077
"1766","c",38,8.6,12,7.9,160,240,1.6
"1767","c",76,8.3,13,1.1,160,160,0.42
"1768","c",55,13,12,70,270,260,0.93
"1769","c",87,11,9.9,16,230,310,0.23
"1770","c",43,9,12,54,160,150,0.97
"1771","c",70,13,10,330,280,310,0.37
"1772","c",98,11,12,0.75,220,290,0.07
"1773","c",70,9,12,2,200,110,0.56
"1774","c",91,12,12,7.4,240,270,0.009
"1775","c",24,13,12,190,250,180,3.6
"1776","c",100,13,12,1700,270,400,0.34
"1777","c",79,9.8,11,820,230,230,0.23
"1778","c",45,9.2,11,1.9,220,200,2.2
"1779","c",13,11,13,45,220,280,6.7
"1780","c",39,13,12,1.1,280,260,1.9
"1781","c",60,12,12,32,280,250,0.14
"1782","c",33,13,12,0.57,280,200,2.1
"1783","c",40,13,13,6.6,270,280,1.6
"1784","c",6,11,13,55,250,230,9
"1785","c",70,11,14,330,210,220,0.92
"1786","c",29,12,14,13,230,280,3.1
"1787","c",6,12,13,10,240,250,8.6
"1788","c",73,10,11,1.9,230,180,0.054
"1789","c",43,13,12,6.8,250,280,0.58
"1790","c",55,13,14,310,260,350,0.22
"1791","c",59,14,14,130,300,230,0.17
"1792","c",71,14,11,9.2,290,320,0.3
"1793","c",72,12,12,0.27,220,160,0.42
"1794","c",80,8.8,11,47,210,160,0.64
"1795","c",7,9.3,11,15,210,250,8
"1796","c",91,12,11,0.46,230,350,0.45
"1797","c",46,15,13,23,310,520,1.3
"1798","c",36,12,11,13,260,340,2.9
"1799","c",16,11,10,47,230,270,5.5
"1800","c",90,10,11,510,170,260,0.16
